Date,Open,High,Low,Close,Volume
2016-08-16 00:00:00+00:00,567.24,581.74,566.72,577.44,58405200
2016-08-17 00:00:00+00:00,577.76,580.89,571.43,573.22,54443000
2016-08-18 00:00:00+00:00,573.71,577.79,573.43,574.32,59896600
2016-08-19 00:00:00+00:00,574.34,578.24,574.18,575.63,50631600
2016-08-20 00:00:00+00:00,576.08,582.82,575.46,581.7,45301400
2016-08-21 00:00:00+00:00,581.94,584.16,580.22,581.31,38299400
2016-08-22 00:00:00+00:00,581.31,588.45,580.59,586.75,72844000
2016-08-23 00:00:00+00:00,586.77,589.47,581.63,583.41,85349200
2016-08-24 00:00:00+00:00,583.41,583.59,579.85,580.18,56328200
2016-08-25 00:00:00+00:00,580.18,580.45,575.17,577.76,136130000
2016-08-26 00:00:00+00:00,577.75,580.62,576.86,579.65,48856800
2016-08-27 00:00:00+00:00,579.45,579.84,568.63,569.95,59698300
2016-08-28 00:00:00+00:00,569.83,574.04,569.74,573.91,86301600
2016-08-29 00:00:00+00:00,574.07,576.28,573.47,574.11,110398000
2016-08-30 00:00:00+00:00,574.11,578.36,574.11,577.5,70342400
2016-08-31 00:00:00+00:00,577.59,577.86,573.64,575.47,75840896
2016-09-01 00:00:00+00:00,575.55,576.31,571.81,572.3,76923400
2016-09-02 00:00:00+00:00,572.41,575.64,570.81,575.54,79910800
2016-09-03 00:00:00+00:00,575.55,599.5,574.06,598.21,159014000
2016-09-04 00:00:00+00:00,598.59,611.84,596.85,608.63,97942896
2016-09-05 00:00:00+00:00,608.99,609.05,602.24,606.59,82446800
2016-09-06 00:00:00+00:00,606.51,610.83,605.09,610.44,78529104
2016-09-07 00:00:00+00:00,610.57,614.54,608.51,614.54,75032400
2016-09-08 00:00:00+00:00,614.64,628.77,613.84,626.32,86713000
2016-09-09 00:00:00+00:00,626.35,626.83,620.26,622.86,64550200
2016-09-10 00:00:00+00:00,622.93,625.09,622.4,623.51,45016800
2016-09-11 00:00:00+00:00,623.42,628.82,600.51,606.72,73610800
2016-09-12 00:00:00+00:00,607.01,608.46,605.41,608.24,72812304
2016-09-13 00:00:00+00:00,608.03,611.19,606.92,609.24,86920600
2016-09-14 00:00:00+00:00,608.84,611.95,608.41,610.68,47877700
2016-09-15 00:00:00+00:00,610.59,611.09,607.16,607.16,59464600
2016-09-16 00:00:00+00:00,607.25,609.26,606.73,606.97,64963400
2016-09-17 00:00:00+00:00,607.22,607.86,605.19,605.98,37140300
2016-09-18 00:00:00+00:00,606.28,610.16,605.86,609.87,48679400
2016-09-19 00:00:00+00:00,609.87,610.93,608.27,609.23,54796400
2016-09-20 00:00:00+00:00,609.25,609.53,607.94,608.31,72710896
2016-09-21 00:00:00+00:00,603.59,603.59,595.88,597.15,82776200
2016-09-22 00:00:00+00:00,597.28,598.49,596.21,596.3,67085300
2016-09-23 00:00:00+00:00,596.2,603.21,595.79,602.84,51067000
2016-09-24 00:00:00+00:00,602.96,604.58,602.04,602.62,35359500
2016-09-25 00:00:00+00:00,602.75,603.38,599.71,600.83,33977800
2016-09-26 00:00:00+00:00,600.81,608.14,600.35,608.04,59153800
2016-09-27 00:00:00+00:00,608.02,608.25,604.11,606.17,49422400
2016-09-28 00:00:00+00:00,606.24,606.59,604.61,604.73,48722600
2016-09-29 00:00:00+00:00,605.02,606.82,604.85,605.69,55658600
2016-09-30 00:00:00+00:00,605.72,609.73,604.14,609.73,56122400
2016-10-01 00:00:00+00:00,609.93,615.24,609.93,613.98,56357000
2016-10-02 00:00:00+00:00,613.95,614.01,609.68,610.89,39249800
2016-10-03 00:00:00+00:00,610.97,612.57,610.46,612.13,46798300
2016-10-04 00:00:00+00:00,612.05,612.05,609.48,610.2,49801600
2016-10-05 00:00:00+00:00,610.22,613.81,609.62,612.51,68077504
2016-10-06 00:00:00+00:00,612.47,613.82,611.47,613.02,56812100
2016-10-07 00:00:00+00:00,612.61,617.91,611.82,617.12,64071400
2016-10-08 00:00:00+00:00,617.34,619.85,617.34,619.11,42345900
2016-10-09 00:00:00+00:00,619.17,619.2,616.61,616.75,39243400
2016-10-10 00:00:00+00:00,616.82,621.32,616.2,618.99,67481104
2016-10-11 00:00:00+00:00,619.24,642.08,618.5,641.07,103590000
2016-10-12 00:00:00+00:00,640.87,641.34,635.97,636.19,92370200
2016-10-13 00:00:00+00:00,636.03,638.83,635.03,636.79,61620700
2016-10-14 00:00:00+00:00,637.01,641.28,637.01,640.38,58144600
2016-10-15 00:00:00+00:00,640.31,642.1,637.39,638.65,39035400
2016-10-16 00:00:00+00:00,639.08,642.9,638.9,641.63,40298100
2016-10-17 00:00:00+00:00,641.82,642.33,638.66,639.19,58063600
2016-10-18 00:00:00+00:00,639.41,640.74,636.0,637.96,65546700
2016-10-19 00:00:00+00:00,638.13,638.87,628.01,630.52,69381696
2016-10-20 00:00:00+00:00,630.66,631.92,628.26,630.86,56957300
2016-10-21 00:00:00+00:00,630.83,634.09,630.69,632.83,55951000
2016-10-22 00:00:00+00:00,633.14,658.2,632.85,657.29,78556496
2016-10-23 00:00:00+00:00,657.62,661.13,653.89,657.07,54474600
2016-10-24 00:00:00+00:00,657.16,657.25,652.59,653.76,62218200
2016-10-25 00:00:00+00:00,654.0,664.42,653.7,657.59,90378800
2016-10-26 00:00:00+00:00,657.68,679.73,657.68,678.3,88877104
2016-10-27 00:00:00+00:00,678.21,688.59,678.04,688.31,96105296
2016-10-28 00:00:00+00:00,688.0,690.44,684.16,689.65,81145504
2016-10-29 00:00:00+00:00,690.29,720.4,690.05,714.48,134760992
2016-10-30 00:00:00+00:00,714.12,714.12,696.47,701.86,100665000
2016-10-31 00:00:00+00:00,702.64,709.29,691.68,700.97,97064400
2016-11-01 00:00:00+00:00,701.34,736.45,701.34,729.79,130527000
2016-11-02 00:00:00+00:00,730.07,740.83,722.35,740.83,84865200
2016-11-03 00:00:00+00:00,742.35,745.77,678.16,688.7,172808000
2016-11-04 00:00:00+00:00,689.12,706.93,685.56,703.23,99907696
2016-11-05 00:00:00+00:00,703.53,707.51,697.74,703.42,53752300
2016-11-06 00:00:00+00:00,703.81,714.26,699.56,711.52,59902200
2016-11-07 00:00:00+00:00,710.74,710.74,699.9,703.13,65047100
2016-11-08 00:00:00+00:00,703.09,712.99,702.39,709.85,79660800
2016-11-09 00:00:00+00:00,709.83,740.05,708.61,723.27,132429000
2016-11-10 00:00:00+00:00,722.84,723.02,711.21,715.53,68807800
2016-11-11 00:00:00+00:00,715.55,718.32,714.41,716.41,63119700
2016-11-12 00:00:00+00:00,716.75,717.15,704.03,705.05,64622500
2016-11-13 00:00:00+00:00,705.2,705.26,687.32,702.03,80318096
2016-11-14 00:00:00+00:00,702.0,706.28,699.81,705.02,62993000
2016-11-15 00:00:00+00:00,705.79,715.72,705.26,711.62,72038496
2016-11-16 00:00:00+00:00,711.17,747.61,709.04,744.2,141294000
2016-11-17 00:00:00+00:00,744.88,755.65,739.51,740.98,108579000
2016-11-18 00:00:00+00:00,740.71,752.88,736.89,751.59,87363104
2016-11-19 00:00:00+00:00,751.83,756.24,744.47,751.62,110608000
2016-11-20 00:00:00+00:00,751.88,755.48,717.94,731.03,154116000
2016-11-21 00:00:00+00:00,731.27,741.72,730.51,739.25,60802400
2016-11-22 00:00:00+00:00,739.64,753.87,736.53,751.35,129906000
2016-11-23 00:00:00+00:00,751.74,752.25,738.92,744.59,76543800
2016-11-24 00:00:00+00:00,744.62,746.83,733.49,740.29,85919296
2016-11-25 00:00:00+00:00,740.44,741.65,734.59,741.65,67807600
2016-11-26 00:00:00+00:00,741.51,742.21,729.62,735.38,54962700
2016-11-27 00:00:00+00:00,735.44,739.02,731.09,732.03,52601800
2016-11-28 00:00:00+00:00,732.48,738.01,732.48,735.81,61888600
2016-11-29 00:00:00+00:00,736.33,737.47,734.56,735.6,68511104
2016-11-30 00:00:00+00:00,736.28,747.93,736.27,745.69,84070800
2016-12-01 00:00:00+00:00,746.05,758.28,746.05,756.77,80461904
2016-12-02 00:00:00+00:00,757.54,781.3,757.54,777.94,127605000
2016-12-03 00:00:00+00:00,778.25,778.25,764.86,771.16,69547296
2016-12-04 00:00:00+00:00,771.64,773.87,768.16,773.87,60557900
2016-12-05 00:00:00+00:00,773.39,773.47,751.71,758.7,106363000
2016-12-06 00:00:00+00:00,758.72,765.62,758.72,764.22,116218000
2016-12-07 00:00:00+00:00,764.21,771.54,759.75,768.13,96426096
2016-12-08 00:00:00+00:00,768.08,774.7,765.95,770.81,80111904
2016-12-09 00:00:00+00:00,769.94,774.53,769.65,772.79,68705296
2016-12-10 00:00:00+00:00,773.02,777.09,772.91,774.65,53843100
2016-12-11 00:00:00+00:00,774.75,774.8,765.41,769.73,57313400
2016-12-12 00:00:00+00:00,770.04,781.92,770.04,780.09,76571000
2016-12-13 00:00:00+00:00,780.65,788.46,777.96,780.56,81645600
2016-12-14 00:00:00+00:00,780.01,782.03,776.84,781.48,75979000
2016-12-15 00:00:00+00:00,780.07,781.43,777.8,778.09,81580096
2016-12-16 00:00:00+00:00,778.96,785.03,778.96,784.91,83608200
2016-12-17 00:00:00+00:00,785.17,792.51,784.86,790.83,78989800
2016-12-18 00:00:00+00:00,791.01,794.74,788.03,790.53,60524400
2016-12-19 00:00:00+00:00,790.69,793.61,790.32,792.71,74886400
2016-12-20 00:00:00+00:00,792.25,801.34,791.5,800.88,99629296
2016-12-21 00:00:00+00:00,800.64,834.28,799.41,834.28,155576000
2016-12-22 00:00:00+00:00,834.18,875.78,834.15,864.54,200027008
2016-12-23 00:00:00+00:00,864.89,925.12,864.68,921.98,275564000
2016-12-24 00:00:00+00:00,922.18,923.48,886.34,898.82,137727008
2016-12-25 00:00:00+00:00,899.65,899.65,862.42,896.18,143664992
2016-12-26 00:00:00+00:00,896.91,913.18,896.9,907.61,123771000
2016-12-27 00:00:00+00:00,908.35,940.05,904.26,933.2,167308000
2016-12-28 00:00:00+00:00,934.83,975.92,934.83,975.92,236630000
2016-12-29 00:00:00+00:00,975.12,979.4,954.5,973.5,199320000
2016-12-30 00:00:00+00:00,972.53,972.53,934.83,961.24,187474000
2016-12-31 00:00:00+00:00,960.63,963.74,947.24,963.74,99135104
2017-01-01 00:00:00+00:00,963.66,1003.08,958.7,998.33,147775008
2017-01-02 00:00:00+00:00,998.62,1031.39,996.7,1021.75,222184992
2017-01-03 00:00:00+00:00,1021.6,1044.08,1021.6,1043.84,185168000
2017-01-04 00:00:00+00:00,1044.4,1159.42,1044.4,1154.73,344945984
2017-01-05 00:00:00+00:00,1156.73,1191.1,910.42,1013.38,510199008
2017-01-06 00:00:00+00:00,1014.24,1046.81,883.94,902.2,351876000
2017-01-07 00:00:00+00:00,903.49,908.59,823.56,908.59,279550016
2017-01-08 00:00:00+00:00,908.17,942.72,887.25,911.2,158715008
2017-01-09 00:00:00+00:00,913.24,913.69,879.81,902.83,141876992
2017-01-10 00:00:00+00:00,902.44,914.87,901.06,907.68,115808000
2017-01-11 00:00:00+00:00,908.11,919.45,762.77,777.76,310928992
2017-01-12 00:00:00+00:00,775.18,826.25,755.76,804.83,222326000
2017-01-13 00:00:00+00:00,803.74,829.0,780.0,823.98,168968000
2017-01-14 00:00:00+00:00,825.14,835.09,812.46,818.41,93063296
2017-01-15 00:00:00+00:00,818.14,823.31,812.87,821.8,71013600
2017-01-16 00:00:00+00:00,821.78,834.53,820.27,831.53,82755200
2017-01-17 00:00:00+00:00,830.95,910.56,830.8,907.94,155095008
2017-01-18 00:00:00+00:00,909.37,917.5,858.3,886.62,225676992
2017-01-19 00:00:00+00:00,888.34,904.61,884.34,899.07,105625000
2017-01-20 00:00:00+00:00,898.17,899.4,887.01,895.03,86728400
2017-01-21 00:00:00+00:00,895.55,927.37,895.53,921.79,111158000
2017-01-22 00:00:00+00:00,922.21,937.53,897.56,924.67,116573000
2017-01-23 00:00:00+00:00,925.5,928.27,916.74,921.01,73588600
2017-01-24 00:00:00+00:00,910.68,924.15,892.29,892.69,111349000
2017-01-25 00:00:00+00:00,891.92,903.25,891.69,901.54,120831000
2017-01-26 00:00:00+00:00,902.4,919.33,902.22,917.59,131958000
2017-01-27 00:00:00+00:00,918.36,923.22,915.85,919.75,125594000
2017-01-28 00:00:00+00:00,919.81,923.91,919.81,921.59,68979600
2017-01-29 00:00:00+00:00,922.07,923.42,919.15,919.5,60851700
2017-01-30 00:00:00+00:00,920.15,923.05,919.47,920.38,78227296
2017-01-31 00:00:00+00:00,920.96,972.02,920.96,970.4,164582000
2017-02-01 00:00:00+00:00,970.94,989.11,970.74,989.02,150110000
2017-02-02 00:00:00+00:00,990.0,1013.52,983.22,1011.8,145820992
2017-02-03 00:00:00+00:00,1011.46,1033.87,1008.79,1029.91,201278000
2017-02-04 00:00:00+00:00,1031.33,1045.9,1015.16,1042.9,155064000
2017-02-05 00:00:00+00:00,1043.52,1043.63,1022.37,1027.34,114208000
2017-02-06 00:00:00+00:00,1028.4,1044.64,1028.16,1038.15,111762000
2017-02-07 00:00:00+00:00,1040.14,1061.93,1040.14,1061.35,146007008
2017-02-08 00:00:00+00:00,1062.32,1078.97,1037.49,1063.07,201855008
2017-02-09 00:00:00+00:00,1064.7,1088.99,953.34,994.38,407220000
2017-02-10 00:00:00+00:00,995.63,998.91,946.69,988.67,190452000
2017-02-11 00:00:00+00:00,988.9,1009.29,982.83,1004.45,102261000
2017-02-12 00:00:00+00:00,1003.52,1004.76,996.92,999.18,67530000
2017-02-13 00:00:00+00:00,998.89,1002.1,976.0,990.64,100607000
2017-02-14 00:00:00+00:00,991.73,1011.51,986.47,1004.55,137946000
2017-02-15 00:00:00+00:00,1006.21,1008.84,1001.58,1007.48,89759400
2017-02-16 00:00:00+00:00,1007.65,1033.37,1007.65,1027.44,122277000
2017-02-17 00:00:00+00:00,1026.12,1053.17,1025.64,1046.21,136474000
2017-02-18 00:00:00+00:00,1049.21,1061.1,1046.96,1054.42,99073504
2017-02-19 00:00:00+00:00,1054.76,1056.81,1043.46,1047.87,77423296
2017-02-20 00:00:00+00:00,1048.69,1080.49,1041.69,1079.98,109478000
2017-02-21 00:00:00+00:00,1079.28,1117.25,1076.93,1115.3,186868992
2017-02-22 00:00:00+00:00,1114.8,1125.39,1100.55,1117.44,136100000
2017-02-23 00:00:00+00:00,1117.27,1176.62,1116.96,1166.72,189454000
2017-02-24 00:00:00+00:00,1172.71,1200.39,1131.96,1173.68,330759008
2017-02-25 00:00:00+00:00,1170.41,1174.85,1124.59,1143.84,139960992
2017-02-26 00:00:00+00:00,1144.27,1167.47,1130.2,1165.2,116486000
2017-02-27 00:00:00+00:00,1163.78,1181.98,1163.38,1179.97,131570000
2017-02-28 00:00:00+00:00,1180.72,1193.25,1171.82,1179.97,184956000
2017-03-01 00:00:00+00:00,1180.04,1222.5,1179.69,1222.5,229056992
2017-03-02 00:00:00+00:00,1224.68,1262.13,1215.62,1251.01,368275008
2017-03-03 00:00:00+00:00,1250.71,1280.31,1250.71,1274.99,315739008
2017-03-04 00:00:00+00:00,1277.43,1279.4,1230.51,1255.15,183270000
2017-03-05 00:00:00+00:00,1254.29,1267.29,1238.06,1267.12,134127000
2017-03-06 00:00:00+00:00,1267.47,1276.0,1264.6,1272.83,153656992
2017-03-07 00:00:00+00:00,1273.21,1275.55,1204.8,1223.54,291256000
2017-03-08 00:00:00+00:00,1223.23,1232.16,1148.08,1150.0,332603008
2017-03-09 00:00:00+00:00,1150.35,1197.46,1141.23,1188.49,212283008
2017-03-10 00:00:00+00:00,1189.36,1270.47,1077.25,1116.72,563795968
2017-03-11 00:00:00+00:00,1116.32,1193.83,1116.32,1175.83,283320000
2017-03-12 00:00:00+00:00,1176.62,1226.98,1175.36,1221.38,227176000
2017-03-13 00:00:00+00:00,1221.78,1237.37,1217.03,1231.92,380276992
2017-03-14 00:00:00+00:00,1232.16,1244.81,1220.72,1240.0,245306000
2017-03-15 00:00:00+00:00,1240.16,1251.61,1239.75,1249.61,297804992
2017-03-16 00:00:00+00:00,1251.33,1257.98,1152.44,1187.81,638568000
2017-03-17 00:00:00+00:00,1180.16,1180.16,1099.57,1100.23,706598976
2017-03-18 00:00:00+00:00,1099.69,1114.07,957.66,973.82,621302016
2017-03-19 00:00:00+00:00,976.73,1069.91,976.73,1036.74,406648000
2017-03-20 00:00:00+00:00,1037.24,1063.03,1036.68,1054.23,286529984
2017-03-21 00:00:00+00:00,1055.36,1122.43,1055.36,1120.54,337391008
2017-03-22 00:00:00+00:00,1120.65,1120.65,1014.21,1049.14,380840992
2017-03-23 00:00:00+00:00,1050.05,1058.01,1028.93,1038.59,248540000
2017-03-24 00:00:00+00:00,1038.45,1040.47,934.36,937.52,491038016
2017-03-25 00:00:00+00:00,936.54,975.76,903.71,972.78,435803008
2017-03-26 00:00:00+00:00,974.02,1007.96,954.19,966.72,303668000
2017-03-27 00:00:00+00:00,972.05,1046.4,971.98,1045.77,372535008
2017-03-28 00:00:00+00:00,1044.58,1064.65,1027.73,1047.15,326332000
2017-03-29 00:00:00+00:00,1046.08,1055.13,1015.88,1039.97,298457984
2017-03-30 00:00:00+00:00,1042.21,1049.29,1020.04,1026.43,352968992
2017-03-31 00:00:00+00:00,1026.64,1074.92,1026.64,1071.79,447287008
2017-04-01 00:00:00+00:00,1071.71,1091.72,1061.09,1080.5,289633984
2017-04-02 00:00:00+00:00,1080.61,1107.59,1075.45,1102.17,514187008
2017-04-03 00:00:00+00:00,1102.95,1151.74,1102.95,1143.81,580444032
2017-04-04 00:00:00+00:00,1145.52,1156.44,1120.52,1133.25,436310016
2017-04-05 00:00:00+00:00,1134.14,1135.09,1113.63,1124.78,414784000
2017-04-06 00:00:00+00:00,1125.81,1188.37,1125.81,1182.68,511222016
2017-04-07 00:00:00+00:00,1178.94,1186.58,1163.39,1176.9,317022016
2017-04-08 00:00:00+00:00,1172.65,1184.98,1162.58,1175.95,209312000
2017-04-09 00:00:00+00:00,1176.57,1197.21,1171.86,1187.87,242343008
2017-04-10 00:00:00+00:00,1187.3,1190.34,1179.04,1187.13,215883008
2017-04-11 00:00:00+00:00,1187.46,1208.07,1187.46,1205.01,216182000
2017-04-12 00:00:00+00:00,1204.81,1207.14,1196.76,1200.37,288702016
2017-04-13 00:00:00+00:00,1201.02,1205.89,1156.44,1169.28,351968992
2017-04-14 00:00:00+00:00,1170.33,1190.8,1159.79,1167.54,254827008
2017-04-15 00:00:00+00:00,1167.3,1188.0,1164.96,1172.52,203559008
2017-04-16 00:00:00+00:00,1172.61,1187.22,1172.61,1182.94,183231008
2017-04-17 00:00:00+00:00,1183.25,1194.9,1172.65,1193.91,253206000
2017-04-18 00:00:00+00:00,1193.77,1217.57,1193.77,1211.67,270524000
2017-04-19 00:00:00+00:00,1212.13,1215.51,1205.08,1210.29,288060992
2017-04-20 00:00:00+00:00,1211.08,1240.79,1208.41,1229.08,315108000
2017-04-21 00:00:00+00:00,1229.42,1235.94,1215.56,1222.05,272167008
2017-04-22 00:00:00+00:00,1222.71,1235.56,1208.47,1231.71,249320000
2017-04-23 00:00:00+00:00,1231.92,1232.2,1203.94,1207.21,258951008
2017-04-24 00:00:00+00:00,1209.63,1250.94,1209.63,1250.15,235806000
2017-04-25 00:00:00+00:00,1250.45,1267.58,1249.97,1265.49,242556000
2017-04-26 00:00:00+00:00,1265.99,1294.83,1265.93,1281.08,329631008
2017-04-27 00:00:00+00:00,1281.88,1319.7,1281.3,1317.73,449196992
2017-04-28 00:00:00+00:00,1317.74,1331.28,1292.37,1316.48,527488992
2017-04-29 00:00:00+00:00,1317.84,1327.2,1315.21,1321.79,422705984
2017-04-30 00:00:00+00:00,1321.87,1347.91,1314.92,1347.89,413115008
2017-05-01 00:00:00+00:00,1348.3,1434.32,1348.3,1421.6,713624000
2017-05-02 00:00:00+00:00,1421.03,1473.9,1415.69,1452.82,477337984
2017-05-03 00:00:00+00:00,1453.78,1492.77,1447.49,1490.09,583795968
2017-05-04 00:00:00+00:00,1490.72,1608.91,1490.72,1537.67,933548992
2017-05-05 00:00:00+00:00,1540.87,1618.03,1530.31,1555.45,946035968
2017-05-06 00:00:00+00:00,1556.81,1578.8,1542.5,1578.8,582529984
2017-05-07 00:00:00+00:00,1579.47,1596.72,1559.76,1596.71,1080029952
2017-05-08 00:00:00+00:00,1596.92,1723.35,1596.92,1723.35,1340320000
2017-05-09 00:00:00+00:00,1723.89,1833.49,1716.3,1755.36,1167920000
2017-05-10 00:00:00+00:00,1756.52,1788.44,1719.1,1787.13,915723008
2017-05-11 00:00:00+00:00,1780.37,1873.93,1755.35,1848.57,799489984
2017-05-12 00:00:00+00:00,1845.76,1856.15,1694.01,1724.24,740984000
2017-05-13 00:00:00+00:00,1723.12,1812.99,1651.08,1804.91,579635008
2017-05-14 00:00:00+00:00,1800.86,1831.42,1776.62,1808.91,437196000
2017-05-15 00:00:00+00:00,1808.44,1812.8,1708.54,1738.43,731529024
2017-05-16 00:00:00+00:00,1741.7,1785.94,1686.54,1734.45,959044992
2017-05-17 00:00:00+00:00,1726.73,1864.05,1661.91,1839.09,1064729984
2017-05-18 00:00:00+00:00,1818.7,1904.48,1807.12,1888.65,894321024
2017-05-19 00:00:00+00:00,1897.37,2004.52,1890.25,1987.71,1157289984
2017-05-20 00:00:00+00:00,1984.24,2084.73,1974.92,2084.73,961336000
2017-05-21 00:00:00+00:00,2067.03,2119.08,2037.5,2041.2,1147859968
2017-05-22 00:00:00+00:00,2043.19,2303.9,2017.87,2173.4,1942220032
2017-05-23 00:00:00+00:00,2191.56,2320.82,2178.5,2320.42,1378749952
2017-05-24 00:00:00+00:00,2321.37,2523.72,2321.37,2443.64,1725379968
2017-05-25 00:00:00+00:00,2446.24,2763.71,2285.3,2304.98,2406700032
2017-05-26 00:00:00+00:00,2320.89,2573.79,2071.99,2202.42,1763480064
2017-05-27 00:00:00+00:00,2196.27,2260.2,1855.83,2038.87,1700480000
2017-05-28 00:00:00+00:00,2054.08,2267.34,2054.08,2155.8,1147139968
2017-05-29 00:00:00+00:00,2159.43,2307.05,2107.17,2255.61,994625024
2017-05-30 00:00:00+00:00,2255.36,2301.96,2124.57,2175.47,1443970048
2017-05-31 00:00:00+00:00,2187.19,2311.08,2145.57,2286.41,1544829952
2017-06-01 00:00:00+00:00,2288.33,2448.39,2288.33,2407.88,1653180032
2017-06-02 00:00:00+00:00,2404.03,2488.55,2373.32,2488.55,1317030016
2017-06-03 00:00:00+00:00,2493.72,2581.91,2423.57,2515.35,1514950016
2017-06-04 00:00:00+00:00,2547.79,2585.89,2452.54,2511.81,1355120000
2017-06-05 00:00:00+00:00,2512.4,2686.81,2510.22,2686.81,1369309952
2017-06-06 00:00:00+00:00,2690.84,2999.91,2690.84,2863.2,2089609984
2017-06-07 00:00:00+00:00,2869.38,2869.38,2700.56,2732.16,1517709952
2017-06-08 00:00:00+00:00,2720.49,2815.3,2670.95,2805.62,1281170048
2017-06-09 00:00:00+00:00,2807.44,2901.71,2795.62,2823.81,1348950016
2017-06-10 00:00:00+00:00,2828.14,2950.99,2746.55,2947.71,2018889984
2017-06-11 00:00:00+00:00,2942.41,2996.6,2840.53,2958.11,1752400000
2017-06-12 00:00:00+00:00,2953.22,2997.26,2518.56,2659.63,2569530112
2017-06-13 00:00:00+00:00,2680.91,2789.04,2650.38,2717.02,1781200000
2017-06-14 00:00:00+00:00,2716.88,2786.83,2412.94,2506.37,1696560000
2017-06-15 00:00:00+00:00,2499.58,2534.71,2212.96,2464.58,2026259968
2017-06-16 00:00:00+00:00,2469.57,2539.92,2385.15,2518.56,1195190016
2017-06-17 00:00:00+00:00,2514.01,2685.19,2484.96,2655.88,1534509952
2017-06-18 00:00:00+00:00,2655.35,2662.1,2516.33,2548.29,1178659968
2017-06-19 00:00:00+00:00,2549.03,2662.85,2549.03,2589.6,1446840064
2017-06-20 00:00:00+00:00,2591.26,2763.45,2589.82,2721.79,1854189952
2017-06-21 00:00:00+00:00,2709.43,2772.01,2660.4,2689.1,1626579968
2017-06-22 00:00:00+00:00,2691.03,2723.74,2642.36,2705.41,1097939968
2017-06-23 00:00:00+00:00,2707.34,2765.17,2706.37,2744.91,961318976
2017-06-24 00:00:00+00:00,2738.52,2757.94,2583.19,2608.72,982750016
2017-06-25 00:00:00+00:00,2607.25,2682.26,2552.12,2589.41,1161100032
